CommunityID,Members,MotherID,FunIntegration,Coverage,CommunityScore,Round
com327,"1, 101, 103, 106, 117, 125, 133, 137, 174, 20, 202, 205, 250, 252, 256, 34, 35, 53, 54, 62, 63, 74, 83, 84, 87, 88, 92",com104,0.066349015,21,0.009725072,5
com328,"1, 10, 106, 117, 125, 129, 133, 137, 17, 174, 202, 205, 21, 250, 252, 256, 34, 45, 54, 62, 63, 65, 68, 69, 74, 8, 83, 87, 88",com58,0.0611088,20,0.071755725,5
com329,"1, 103, 106, 125, 137, 17, 174, 21, 25, 250, 252, 256, 34, 35, 65, 74, 8, 83, 84, 92",com308,0.072645237,21,-0.143916914,5
com330,"10, 101, 106, 117, 125, 129, 174, 209, 21, 256, 45, 63, 68, 74, 8, 84, 88, 90, 92",com8,0.06271019,19,-0.016172928,5
com331,"1, 10, 125, 17, 174, 20, 202, 205, 209, 21, 25, 252, 256, 34, 53, 54, 62, 63, 65, 68, 69, 74, 83, 84, 87, 90",com51,0.056644647,19,0.118694362,5
com332,"1, 10, 103, 106, 117, 129, 137, 17, 20, 209, 25, 252, 256, 34, 35, 45, 53, 54, 62, 63, 65, 68, 69, 74, 8, 83, 84, 87, 92",com48,0.060890608,19,0.102414269,5
com333,"10, 101, 117, 133, 137, 25, 256, 34, 35, 45, 68, 69, 74, 83, 90, 92",com25,0.059066468,18,0.134127334,5
com334,"125, 17, 174, 20, 202, 21, 252, 45, 62, 65, 74, 8, 90",com274,0.058826609,17,-3.07E-04,5
com335,"1, 10, 101, 103, 125, 129, 137, 17, 174, 20, 202, 205, 209, 25, 252, 256, 34, 35, 45, 53, 54, 62, 63, 65, 68, 69, 8, 87, 88, 90, 92",com9,0.057101983,19,0.06802244,5
com336,"1, 10, 101, 106, 117, 125, 129, 133, 137, 17, 174, 20, 202, 209, 21, 25, 250, 252, 256, 34, 45, 54, 62, 63, 65, 68, 69, 74, 8, 83, 84, 87, 88, 90, 92",com85,0.060154682,21,0.224403927,5
com337,"1, 10, 101, 133, 137, 20, 205, 209, 25, 250, 256, 35, 45, 54, 65, 68, 84, 87, 90",com282,0.058856455,20,0.136494545,5
com338,"1, 10, 103, 133, 17, 174, 202, 205, 21, 256, 34, 53, 54, 62, 63, 68, 74, 8, 83, 84, 88, 90, 92",com295,0.054972702,19,0.070840601,5
com339,"10, 106, 117, 125, 129, 133, 137, 17, 174, 20, 202, 205, 209, 21, 256, 34, 35, 45, 53, 54, 62, 63, 65, 68, 69, 8, 83, 84, 87, 88, 90, 92",com103,0.055790095,19,0.116030534,5
com340,"1, 101, 103, 106, 117, 125, 137, 17, 174, 20, 202, 205, 209, 21, 25, 250, 252, 256, 34, 53, 54, 62, 63, 65, 68, 69, 74, 83, 84, 87, 90, 92",com51,0.061431567,21,0.12519084,5
com341,"117, 202, 21, 256, 34, 35, 45, 53, 63, 65, 68, 74, 8",com87,0.052142158,17,0.039668961,5
com342,"1, 101, 103, 106, 117, 125, 129, 133, 137, 17, 174, 20, 202, 209, 21, 25, 250, 252, 256, 34, 35, 45, 53, 54, 62, 63, 65, 68, 69, 74, 8, 83, 84, 87, 88, 90",com142,0.058674838,21,0.080732553,5
com343,"1, 103, 106, 125, 174, 20, 205, 209, 21, 250, 252, 256, 34, 35, 63, 65, 68, 8, 84, 87, 90, 92",com11,0.066935067,21,0.105343511,5
com344,"1, 10, 103, 117, 125, 129, 133, 137, 17, 174, 202, 205, 209, 21, 250, 252, 256, 34, 35, 45, 53, 54, 62, 63, 65, 68, 69, 74, 8, 83, 84, 87, 88, 90, 92",com2,0.060631879,21,0.186237059,5
com345,"1, 10, 101, 117, 125, 129, 133, 137, 17, 174, 205, 21, 25, 256, 34, 35, 53, 54, 62, 63, 65, 68, 69, 8, 83, 84, 88, 90, 92",com186,0.052493719,18,0.075210646,5
com346,"1, 10, 101, 106, 117, 133, 174, 202, 252, 256, 45, 53, 54, 62, 63, 65, 68, 74, 83, 84, 87, 90, 92",com203,0.060898317,18,0.076160295,5
com347,"1, 106, 117, 129, 133, 137, 17, 174, 20, 202, 25, 250, 256, 34, 35, 45, 53, 54, 62, 63, 65, 69, 74, 8, 84, 88, 90, 92",com159,0.056366614,20,0.089297988,5
com348,"1, 10, 101, 103, 117, 125, 129, 133, 137, 17, 174, 20, 205, 25, 250, 252, 256, 34, 35, 45, 53, 54, 62, 65, 68, 69, 8, 83, 87, 90, 92",com155,0.05976307,21,0.021930573,5
com349,"1, 103, 106, 129, 174, 202, 205, 209, 21, 25, 250, 252, 256, 34, 35, 54, 63, 65, 69, 84, 87, 90",com176,0.064222943,21,0.113740458,5
com350,"10, 117, 137, 202, 21, 256, 34, 35, 45, 53, 63, 65, 68, 69, 8, 92",com206,0.056258788,18,0.135793283,5
com351,"1, 103, 106, 125, 133, 17, 174, 202, 205, 21, 25, 250, 252, 34, 63, 65, 69, 88, 90",com176,0.057745881,21,-0.004908836,5
com352,"10, 101, 202, 209, 21, 250, 68, 83",com64,0.072242075,21,-0.026647966,5
com353,"1, 103, 106, 125, 17, 174, 20, 205, 209, 21, 250, 252, 256, 34, 35, 53, 63, 65, 68, 74, 87, 90",com11,0.064814321,21,0.06380416,5
com354,"1, 101, 106, 117, 129, 137, 17, 20, 209, 21, 250, 252, 34, 35, 62, 68, 69, 8, 83, 87, 90",com163,0.060387103,21,0.042662016,5
com355,"1, 10, 103, 106, 117, 133, 137, 17, 205, 21, 25, 250, 252, 256, 34, 35, 45, 53, 54, 62, 68, 8, 83, 84, 87, 88, 90, 92",com104,0.062655367,21,-0.051908397,5
com356,"1, 10, 103, 106, 137, 174, 20, 209, 21, 250, 252, 256, 34, 35, 53, 63, 65, 68, 8, 87, 88, 90",com165,0.064722775,21,0.112012462,5
com357,"1, 10, 101, 103, 106, 117, 125, 137, 174, 20, 202, 205, 209, 21, 25, 250, 252, 256, 34, 35, 45, 53, 54, 62, 63, 65, 68, 69, 74, 8, 83, 84, 87, 90, 92",com189,0.062013492,21,0.016830295,5
com358,"1, 103, 117, 125, 129, 133, 137, 17, 20, 202, 209, 250, 252, 256, 34, 35, 45, 53, 54, 65, 68, 69, 74, 8, 83, 87, 88, 92",com285,0.062880227,21,0.113610211,5
com359,"1, 10, 101, 103, 106, 117, 125, 133, 137, 174, 20, 202, 205, 209, 21, 25, 250, 256, 34, 53, 54, 62, 63, 65, 68, 69, 74, 83, 84, 87, 90, 92",com51,0.058499559,21,0.057250776,5
com360,"1, 117, 125, 133, 17, 174, 20, 202, 205, 25, 250, 35, 45, 54, 62, 63, 65, 68, 69, 74, 8, 83, 84, 87, 90",com38,0.049835021,20,0.030965828,5
com361,"1, 103, 106, 117, 125, 129, 137, 17, 174, 20, 205, 209, 21, 25, 250, 252, 256, 34, 45, 62, 63, 65, 68, 69, 74, 8, 83, 84, 87, 90, 92",com92,0.062331484,21,-0.017062315,5
com362,"1, 10, 101, 117, 125, 133, 137, 17, 174, 20, 202, 205, 209, 250, 252, 256, 34, 35, 53, 54, 63, 68, 74, 8, 83, 84, 87, 88, 90, 92",com174,0.061638547,21,0.056369629,5
com363,"1, 101, 117, 129, 133, 137, 17, 20, 202, 205, 209, 25, 250, 256, 34, 35, 45, 53, 54, 62, 63, 65, 68, 69, 74, 8, 83, 84, 87, 90, 92",com48,0.0538091,21,0.035712353,5
com364,"1, 106, 174, 202, 205, 209, 21, 25, 250, 252, 256, 34, 35, 63, 69, 87, 90",com176,0.065485571,21,0.059056896,5
com365,"1, 103, 106, 117, 174, 202, 205, 209, 21, 25, 250, 252, 256, 34, 35, 54, 63, 65, 69, 84, 87, 90",com176,0.063192935,21,0.126726624,5
com366,"1, 101, 103, 106, 117, 129, 17, 20, 202, 205, 209, 21, 25, 250, 35, 45, 62, 68, 69, 74, 8, 83, 87, 92",com163,0.056518002,21,0.083086053,5
com367,"1, 101, 117, 129, 137, 17, 174, 20, 202, 205, 209, 21, 25, 256, 34, 35, 45, 53, 54, 62, 65, 69, 74, 8, 83, 84, 87, 90, 92",com124,0.052348334,19,-0.036465638,5
com368,"1, 101, 133, 137, 20, 205, 209, 21, 25, 256, 45, 53, 65, 87, 90",com210,0.049326811,18,0.085248148,5
com369,"1, 10, 101, 103, 106, 117, 125, 137, 174, 20, 202, 205, 209, 21, 25, 250, 252, 256, 34, 35, 53, 63, 65, 68, 69, 74, 83, 84, 87, 88, 92",com51,0.063480347,21,0.079797042,5
com370,"125, 129, 17, 174, 202, 25, 252, 35, 54, 62, 65, 74, 90",com274,0.063138455,17,0.003655968,5
com371,"103, 106, 125, 133, 174, 21, 25, 252, 34, 65, 68, 8, 83, 84, 87",com153,0.060520207,19,0.009858249,5
com372,"1, 101, 103, 106, 117, 125, 129, 133, 137, 17, 174, 20, 202, 205, 209, 25, 250, 252, 256, 34, 35, 45, 53, 54, 63, 65, 68, 69, 74, 8, 83, 84, 87, 88, 90, 92",com161,0.059687911,21,0.10664258,5
com373,"117, 129, 202, 21, 256, 34, 35, 45, 53, 63, 65, 69, 74",com283,0.053544888,17,0.148367953,5
com374,"1, 101, 106, 117, 129, 133, 137, 17, 20, 202, 209, 21, 25, 250, 256, 34, 35, 45, 53, 54, 62, 63, 65, 68, 69, 74, 8, 83, 84, 87, 88, 90, 92",com77,0.05544137,21,0.07519537,5
com375,"1, 101, 103, 106, 117, 133, 174, 20, 202, 205, 209, 21, 25, 250, 252, 256, 34, 35, 54, 63, 65, 68, 69, 87, 90",com221,0.059674768,21,0.001384324,5
com376,"103, 106, 125, 174, 25, 250, 252, 65, 74, 8, 83, 84, 87",com4,0.07407215,21,0.032866727,5
com377,"103, 106, 117, 202, 21, 256, 34, 35, 45, 53, 63, 65, 69, 74",com240,0.058725355,18,0.059863637,5
com378,"103, 106, 174, 21, 25, 250, 92",com33,0.077299811,17,0.127006365,5
